# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.init	SSHHostKeyTrustMethod.init(rawValue:)	s:9Traversio21SSHHostKeyTrustMethodO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHHostKeyTrustMethod.trustedSetMatch	s:9Traversio21SSHHostKeyTrustMethodO15trustedSetMatchyA2CmF	case trustedSetMatch
swift.protocol	SSHHostKeyTrustStore	s:9Traversio20SSHHostKeyTrustStoreP	protocol SSHHostKeyTrustStore : Sendable
swift.method	SSHHostKeyTrustStore.decisionForChangedHostKey(_:)	s:9Traversio20SSHHostKeyTrustStoreP022decisionForChangedHostC0yAA0bC14ChangeDecisionOAA0bcJ7RequestVYaKF	func decisionForChangedHostKey(_ request: SSHHostKeyChangeRequest) async throws -> SSHHostKeyChangeDecision
swift.method	SSHHostKeyTrustStore.decisionForChangedHostKey(_:)	s:9Traversio20SSHHostKeyTrustStorePAAE022decisionForChangedHostC0yAA0bC14ChangeDecisionOAA0bcJ7RequestVYaKF	func decisionForChangedHostKey(_ request: SSHHostKeyChangeRequest) async throws -> SSHHostKeyChangeDecision
swift.method	SSHHostKeyTrustStore.lookupHostKey(endpointHost:endpointPort:)	s:9Traversio20SSHHostKeyTrustStoreP010lookupHostC008endpointG00H4PortAA010SSHTrustedgC0VSgSS_s6UInt16VtYaKF	func lookupHostKey(endpointHost: String, endpointPort: UInt16) async throws -> SSHTrustedHostKey?
swift.method	SSHHostKeyTrustStore.storeHostKey(_:)	s:9Traversio20SSHHostKeyTrustStoreP09storeHostC0yyAA0bcE7RequestVYaKF	func storeHostKey(_ request: SSHHostKeyStoreRequest) async throws
swift.struct	SSHHostKeyValidationRequest	s:9Traversio27SSHHostKeyValidationRequestV	struct SSHHostKeyValidationRequest
swift.property	SSHHostKeyValidationRequest.endpointHost	s:9Traversio27SSHHostKeyValidationRequestV12endpointHostSSvp	let endpointHost: String
swift.property	SSHHostKeyValidationRequest.endpointPort	s:9Traversio27SSHHostKeyValidationRequestV12endpointPorts6UInt16Vvp	let endpointPort: UInt16
swift.init	SSHHostKeyValidationRequest.init(endpointHost:endpointPort:remoteIdentification:trustedHostKey:)	s:9Traversio27SSHHostKeyValidationRequestV12endpointHost0F4Port20remoteIdentification07trustedgC0ACSS_s6UInt16VSSSgAA010SSHTrustedgC0Vtcfc	init(endpointHost: String, endpointPort: UInt16, remoteIdentification: String? = nil, trustedHostKey: SSHTrustedHostKey)
swift.method	SSHHostKeyValidationRequest.matches(_:)	s:9Traversio27SSHHostKeyValidationRequestV7matchesySbAA014SSHTrustedHostC0VF	func matches(_ storedHostKey: SSHTrustedHostKey) -> Bool
swift.property	SSHHostKeyValidationRequest.remoteIdentification	s:9Traversio27SSHHostKeyValidationRequestV20remoteIdentificationSSSgvp	let remoteIdentification: String?
swift.property	SSHHostKeyValidationRequest.trustedHostKey	s:9Traversio27SSHHostKeyValidationRequestV011trustedHostC0AA010SSHTrustedgC0Vvp	let trustedHostKey: SSHTrustedHostKey
swift.struct	SSHKeepalivePolicy	s:9Traversio18SSHKeepalivePolicyV	struct SSHKeepalivePolicy
swift.type.property	SSHKeepalivePolicy.disabled	s:9Traversio18SSHKeepalivePolicyV8disabledACvpZ	static let disabled: SSHKeepalivePolicy
swift.init	SSHKeepalivePolicy.init(interval:)	s:9Traversio18SSHKeepalivePolicyV8intervalACSdSg_tcfc	init(interval: TimeInterval?)
swift.property	SSHKeepalivePolicy.interval	s:9Traversio18SSHKeepalivePolicyV8intervalSdSgvp	let interval: TimeInterval?
swift.struct	SSHKeyboardInteractiveChallenge	s:9Traversio31SSHKeyboardInteractiveChallengeV	struct SSHKeyboardInteractiveChallenge
swift.init	SSHKeyboardInteractiveChallenge.init(username:serviceName:name:instruction:languageTag:prompts:)	s:9Traversio31SSHKeyboardInteractiveChallengeV8username11serviceName4name11instruction11languageTag7promptsACSS_S4SSayAA0bC6PromptVGtcfc	init(username: String, serviceName: String, name: String, instruction: String, languageTag: String, prompts: [SSHKeyboardInteractivePrompt])
swift.property	SSHKeyboardInteractiveChallenge.instruction	s:9Traversio31SSHKeyboardInteractiveChallengeV11instructionSSvp	let instruction: String
swift.property	SSHKeyboardInteractiveChallenge.languageTag	s:9Traversio31SSHKeyboardInteractiveChallengeV11languageTagSSvp	let languageTag: String
swift.property	SSHKeyboardInteractiveChallenge.name	s:9Traversio31SSHKeyboardInteractiveChallengeV4nameSSvp	let name: String
swift.property	SSHKeyboardInteractiveChallenge.prompts	s:9Traversio31SSHKeyboardInteractiveChallengeV7promptsSayAA0bC6PromptVGvp	let prompts: [SSHKeyboardInteractivePrompt]
swift.property	SSHKeyboardInteractiveChallenge.serviceName	s:9Traversio31SSHKeyboardInteractiveChallengeV11serviceNameSSvp	let serviceName: String
swift.property	SSHKeyboardInteractiveChallenge.username	s:9Traversio31SSHKeyboardInteractiveChallengeV8usernameSSvp	let username: String
swift.struct	SSHKeyboardInteractivePrompt	s:9Traversio28SSHKeyboardInteractivePromptV	struct SSHKeyboardInteractivePrompt
swift.init	SSHKeyboardInteractivePrompt.init(prompt:shouldEcho:)	s:9Traversio28SSHKeyboardInteractivePromptV6prompt10shouldEchoACSS_Sbtcfc	init(prompt: String, shouldEcho: Bool)
swift.property	SSHKeyboardInteractivePrompt.prompt	s:9Traversio28SSHKeyboardInteractivePromptV6promptSSvp	let prompt: String
swift.property	SSHKeyboardInteractivePrompt.shouldEcho	s:9Traversio28SSHKeyboardInteractivePromptV10shouldEchoSbvp	let shouldEcho: Bool
swift.struct	SSHLegacyAlgorithmOptions	s:9Traversio25SSHLegacyAlgorithmOptionsV	struct SSHLegacyAlgorithmOptions
swift.property	SSHLegacyAlgorithmOptions.allowsSSHRSA	s:9Traversio25SSHLegacyAlgorithmOptionsV12allowsSSHRSASbvp	let allowsSSHRSA: Bool
swift.type.property	SSHLegacyAlgorithmOptions.disabled	s:9Traversio25SSHLegacyAlgorithmOptionsV8disabledACvpZ	static let disabled: SSHLegacyAlgorithmOptions
swift.init	SSHLegacyAlgorithmOptions.init(allowsSSHRSA:)	s:9Traversio25SSHLegacyAlgorithmOptionsV12allowsSSHRSAACSb_tcfc	init(allowsSSHRSA: Bool = false)
swift.type.property	SSHLegacyAlgorithmOptions.sshRSA	s:9Traversio25SSHLegacyAlgorithmOptionsV6sshRSAACvpZ	static let sshRSA: SSHLegacyAlgorithmOptions
swift.struct	SSHLocalPortForward	s:9Traversio19SSHLocalPortForwardV	struct SSHLocalPortForward
swift.property	SSHLocalPortForward.localHost	s:9Traversio19SSHLocalPortForwardV9localHostSSvp	let localHost: String
swift.property	SSHLocalPortForward.localPort	s:9Traversio19SSHLocalPortForwardV05localC0s6UInt16Vvp	let localPort: UInt16
swift.property	SSHLocalPortForward.targetHost	s:9Traversio19SSHLocalPortForwardV10targetHostSSvp	let targetHost: String
swift.property	SSHLocalPortForward.targetPort	s:9Traversio19SSHLocalPortForwardV06targetC0s6UInt16Vvp	let targetPort: UInt16
swift.struct	SSHNegotiatedTransportAlgorithms	s:9Traversio32SSHNegotiatedTransportAlgorithmsV	struct SSHNegotiatedTransportAlgorithms
swift.property	SSHNegotiatedTransportAlgorithms.compressionAlgorithmClientToServer	s:9Traversio32SSHNegotiatedTransportAlgorithmsV34compressionAlgorithmClientToServerSSvp	let compressionAlgorithmClientToServer: String
swift.property	SSHNegotiatedTransportAlgorithms.compressionAlgorithmServerToClient	s:9Traversio32SSHNegotiatedTransportAlgorithmsV34compressionAlgorithmServerToClientSSvp	let compressionAlgorithmServerToClient: String
swift.property	SSHNegotiatedTransportAlgorithms.effectiveIntegrityAlgorithmClientToServer	s:9Traversio32SSHNegotiatedTransportAlgorithmsV41effectiveIntegrityAlgorithmClientToServerSSvp	var effectiveIntegrityAlgorithmClientToServer: String { get }
swift.property	SSHNegotiatedTransportAlgorithms.effectiveIntegrityAlgorithmServerToClient	s:9Traversio32SSHNegotiatedTransportAlgorithmsV41effectiveIntegrityAlgorithmServerToClientSSvp	var effectiveIntegrityAlgorithmServerToClient: String { get }
swift.property	SSHNegotiatedTransportAlgorithms.encryptionAlgorithmClientToServer	s:9Traversio32SSHNegotiatedTransportAlgorithmsV33encryptionAlgorithmClientToServerSSvp	let encryptionAlgorithmClientToServer: String
swift.property	SSHNegotiatedTransportAlgorithms.encryptionAlgorithmServerToClient	s:9Traversio32SSHNegotiatedTransportAlgorithmsV33encryptionAlgorithmServerToClientSSvp	let encryptionAlgorithmServerToClient: String
swift.property	SSHNegotiatedTransportAlgorithms.keyExchangeAlgorithm	s:9Traversio32SSHNegotiatedTransportAlgorithmsV20keyExchangeAlgorithmSSvp	let keyExchangeAlgorithm: String
swift.property	SSHNegotiatedTransportAlgorithms.macAlgorithmClientToServer	s:9Traversio32SSHNegotiatedTransportAlgorithmsV26macAlgorithmClientToServerSSvp	let macAlgorithmClientToServer: String
swift.property	SSHNegotiatedTransportAlgorithms.macAlgorithmServerToClient	s:9Traversio32SSHNegotiatedTransportAlgorithmsV26macAlgorithmServerToClientSSvp	let macAlgorithmServerToClient: String
swift.property	SSHNegotiatedTransportAlgorithms.serverHostKeyAlgorithm	s:9Traversio32SSHNegotiatedTransportAlgorithmsV22serverHostKeyAlgorithmSSvp	let serverHostKeyAlgorithm: String
swift.property	SSHNegotiatedTransportAlgorithms.usesStrictKeyExchange	s:9Traversio32SSHNegotiatedTransportAlgorithmsV21usesStrictKeyExchangeSbvp	let usesStrictKeyExchange: Bool
swift.enum	SSHOpenSSHECDSACurve	s:9Traversio20SSHOpenSSHECDSACurveO	enum SSHOpenSSHECDSACurve
swift.property	SSHOpenSSHECDSACurve.algorithmName	s:9Traversio20SSHOpenSSHECDSACurveO13algorithmNameSSvp	var algorithmName: String { get }
swift.init	SSHOpenSSHECDSACurve.init(rawValue:)	s:9Traversio20SSHOpenSSHECDSACurveO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHOpenSSHECDSACurve.nistp256	s:9Traversio20SSHOpenSSHECDSACurveO8nistp256yA2CmF	case nistp256
swift.enum.case	SSHOpenSSHECDSACurve.nistp384	s:9Traversio20SSHOpenSSHECDSACurveO8nistp384yA2CmF	case nistp384
swift.enum.case	SSHOpenSSHECDSACurve.nistp521	s:9Traversio20SSHOpenSSHECDSACurveO8nistp521yA2CmF	case nistp521
swift.struct	SSHOpenSSHKeyPair	s:9Traversio17SSHOpenSSHKeyPairV	struct SSHOpenSSHKeyPair
swift.enum	SSHOpenSSHKeyPair.Algorithm	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO	enum Algorithm
swift.enum.case	SSHOpenSSHKeyPair.Algorithm.ecdsaP256	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO9ecdsaP256yA2EmF	case ecdsaP256
swift.enum.case	SSHOpenSSHKeyPair.Algorithm.ecdsaP384	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO9ecdsaP384yA2EmF	case ecdsaP384
swift.enum.case	SSHOpenSSHKeyPair.Algorithm.ecdsaP521	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO9ecdsaP521yA2EmF	case ecdsaP521
swift.enum.case	SSHOpenSSHKeyPair.Algorithm.ed25519	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO7ed25519yA2EmF	case ed25519
swift.enum.case	SSHOpenSSHKeyPair.Algorithm.rsa(bitCount:)	s:9Traversio17SSHOpenSSHKeyPairV9AlgorithmO3rsayAESi_tcAEmF	case rsa(bitCount: Int)
swift.property	SSHOpenSSHKeyPair.algorithm	s:9Traversio17SSHOpenSSHKeyPairV9algorithmAC9AlgorithmOvp	let algorithm: SSHOpenSSHKeyPair.Algorithm
swift.property	SSHOpenSSHKeyPair.authenticationMethod	s:9Traversio17SSHOpenSSHKeyPairV20authenticationMethodAA017SSHAuthenticationF0Ovp	let authenticationMethod: SSHAuthenticationMethod
swift.property	SSHOpenSSHKeyPair.authorizedKeyLine	s:9Traversio17SSHOpenSSHKeyPairV17authorizedKeyLineSSvp	let authorizedKeyLine: String
swift.property	SSHOpenSSHKeyPair.comment	s:9Traversio17SSHOpenSSHKeyPairV7commentSSvp	let comment: String
swift.type.method	SSHOpenSSHKeyPair.generate(algorithm:comment:encryption:)	s:9Traversio17SSHOpenSSHKeyPairV8generate9algorithm7comment10encryptionA2C9AlgorithmO_SSAA0B23SSHPrivateKeyEncryptionVSgtKFZ	static func generate(algorithm: SSHOpenSSHKeyPair.Algorithm, comment: String = "traversio", encryption: SSHOpenSSHPrivateKeyEncryption? = nil) throws -> SSHOpenSSHKeyPair
swift.property	SSHOpenSSHKeyPair.privateKeyPEM	s:9Traversio17SSHOpenSSHKeyPairV13privateKeyPEMSSvp	let privateKeyPEM: String
swift.enum	SSHOpenSSHPrivateKeyAlgorithm	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO	enum SSHOpenSSHPrivateKeyAlgorithm
swift.property	SSHOpenSSHPrivateKeyAlgorithm.algorithmName	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO13algorithmNameSSvp	var algorithmName: String { get }
swift.enum.case	SSHOpenSSHPrivateKeyAlgorithm.certificate(algorithmName:baseAlgorithmName:)	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO11certificateyACSS_SStcACmF	case certificate(algorithmName: String, baseAlgorithmName: String)
swift.enum.case	SSHOpenSSHPrivateKeyAlgorithm.ecdsa(curve:)	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO5ecdsayAcA0B13SSHECDSACurveO_tcACmF	case ecdsa(curve: SSHOpenSSHECDSACurve)
swift.enum.case	SSHOpenSSHPrivateKeyAlgorithm.ed25519	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO7ed25519yA2CmF	case ed25519
swift.enum.case	SSHOpenSSHPrivateKeyAlgorithm.rsa(modulusBitCount:)	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO3rsayACSi_tcACmF	case rsa(modulusBitCount: Int)
swift.enum.case	SSHOpenSSHPrivateKeyAlgorithm.unknown(_:)	s:9Traversio29SSHOpenSSHPrivateKeyAlgorithmO7unknownyACSScACmF	case unknown(String)
swift.struct	SSHOpenSSHPrivateKeyEncryption	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV	struct SSHOpenSSHPrivateKeyEncryption
swift.enum	SSHOpenSSHPrivateKeyEncryption.Cipher	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO	enum Cipher
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes128CBC	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes128CBCyA2EmF	case aes128CBC
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes128CTR	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes128CTRyA2EmF	case aes128CTR
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes192CBC	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes192CBCyA2EmF	case aes192CBC
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes192CTR	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes192CTRyA2EmF	case aes192CTR
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes256CBC	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes256CBCyA2EmF	case aes256CBC
swift.enum.case	SSHOpenSSHPrivateKeyEncryption.Cipher.aes256CTR	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO9aes256CTRyA2EmF	case aes256CTR
swift.init	SSHOpenSSHPrivateKeyEncryption.Cipher.init(rawValue:)	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6CipherO8rawValueAESgSS_tcfc	init?(rawValue: String)
swift.property	SSHOpenSSHPrivateKeyEncryption.cipher	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6cipherAC6CipherOvp	let cipher: SSHOpenSSHPrivateKeyEncryption.Cipher
swift.init	SSHOpenSSHPrivateKeyEncryption.init(passphrase:cipher:rounds:)	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV10passphrase6cipher6roundsACSS_AC6CipherOs6UInt32Vtcfc	init(passphrase: String, cipher: SSHOpenSSHPrivateKeyEncryption.Cipher = .aes256CTR, rounds: UInt32 = 24)
swift.property	SSHOpenSSHPrivateKeyEncryption.passphrase	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV10passphraseSSvp	let passphrase: String
swift.property	SSHOpenSSHPrivateKeyEncryption.rounds	s:9Traversio30SSHOpenSSHPrivateKeyEncryptionV6roundss6UInt32Vvp	let rounds: UInt32
swift.struct	SSHOpenSSHPrivateKeyInfo	s:9Traversio24SSHOpenSSHPrivateKeyInfoV	struct SSHOpenSSHPrivateKeyInfo
swift.enum	SSHOpenSSHPrivateKeyInfo.Cipher	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO	enum Cipher
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes128CBC	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes128CBCyA2EmF	case aes128CBC
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes128CTR	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes128CTRyA2EmF	case aes128CTR
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes192CBC	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes192CBCyA2EmF	case aes192CBC
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes192CTR	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes192CTRyA2EmF	case aes192CTR
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes256CBC	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes256CBCyA2EmF	case aes256CBC
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.aes256CTR	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO9aes256CTRyA2EmF	case aes256CTR
swift.property	SSHOpenSSHPrivateKeyInfo.Cipher.isEncrypted	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO11isEncryptedSbvp	var isEncrypted: Bool { get }
swift.property	SSHOpenSSHPrivateKeyInfo.Cipher.name	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO4nameSSvp	var name: String { get }
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.none	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO4noneyA2EmF	case none
swift.enum.case	SSHOpenSSHPrivateKeyInfo.Cipher.unknown(_:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6CipherO7unknownyAESScAEmF	case unknown(String)
swift.enum	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO	enum KeyDerivationFunction
swift.enum.case	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction.bcrypt(salt:rounds:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO6bcryptyAESays5UInt8VG_s6UInt32VtcAEmF	case bcrypt(salt: [UInt8], rounds: UInt32)
swift.property	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction.name	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO4nameSSvp	var name: String { get }
swift.enum.case	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction.none	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO4noneyA2EmF	case none
swift.property	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction.options	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO7optionsSays5UInt8VGvp	var options: [UInt8] { get }
swift.enum.case	SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction.unknown(name:options:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV0D18DerivationFunctionO7unknownyAESS_Says5UInt8VGtcAEmF	case unknown(name: String, options: [UInt8])
swift.struct	SSHOpenSSHPrivateKeyInfo.PublicKey	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V	struct PublicKey
swift.property	SSHOpenSSHPrivateKeyInfo.PublicKey.algorithm	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V9algorithmAA0bcD9AlgorithmOvp	let algorithm: SSHOpenSSHPrivateKeyAlgorithm
swift.property	SSHOpenSSHPrivateKeyInfo.PublicKey.algorithmName	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V13algorithmNameSSvp	let algorithmName: String
swift.method	SSHOpenSSHPrivateKeyInfo.PublicKey.authorizedKeyLine(comment:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V010authorizedD4Line7commentS2S_tF	func authorizedKeyLine(comment: String = "") -> String
swift.property	SSHOpenSSHPrivateKeyInfo.PublicKey.fingerprintSHA256	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V17fingerprintSHA256SSvp	var fingerprintSHA256: String { get }
swift.property	SSHOpenSSHPrivateKeyInfo.PublicKey.index	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V5indexSivp	let index: Int
swift.property	SSHOpenSSHPrivateKeyInfo.PublicKey.publicKeyBlob	s:9Traversio24SSHOpenSSHPrivateKeyInfoV06PublicD0V06publicD4BlobSays5UInt8VGvp	let publicKeyBlob: [UInt8]
swift.property	SSHOpenSSHPrivateKeyInfo.cipher	s:9Traversio24SSHOpenSSHPrivateKeyInfoV6cipherAC6CipherOvp	let cipher: SSHOpenSSHPrivateKeyInfo.Cipher
swift.property	SSHOpenSSHPrivateKeyInfo.cipherName	s:9Traversio24SSHOpenSSHPrivateKeyInfoV10cipherNameSSvp	let cipherName: String
swift.property	SSHOpenSSHPrivateKeyInfo.isEncrypted	s:9Traversio24SSHOpenSSHPrivateKeyInfoV11isEncryptedSbvp	var isEncrypted: Bool { get }
swift.property	SSHOpenSSHPrivateKeyInfo.kdfName	s:9Traversio24SSHOpenSSHPrivateKeyInfoV7kdfNameSSvp	let kdfName: String
swift.property	SSHOpenSSHPrivateKeyInfo.keyCount	s:9Traversio24SSHOpenSSHPrivateKeyInfoV8keyCounts6UInt32Vvp	let keyCount: UInt32
swift.property	SSHOpenSSHPrivateKeyInfo.keyDerivationFunction	s:9Traversio24SSHOpenSSHPrivateKeyInfoV21keyDerivationFunctionAC0dgH0Ovp	let keyDerivationFunction: SSHOpenSSHPrivateKeyInfo.KeyDerivationFunction
swift.type.method	SSHOpenSSHPrivateKeyInfo.parse(_:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV5parseyACSSKFZ	static func parse(_ pem: String) throws -> SSHOpenSSHPrivateKeyInfo
swift.type.method	SSHOpenSSHPrivateKeyInfo.parse(contentsOfFile:)	s:9Traversio24SSHOpenSSHPrivateKeyInfoV5parse14contentsOfFileACSS_tKFZ	static func parse(contentsOfFile path: String) throws -> SSHOpenSSHPrivateKeyInfo
swift.property	SSHOpenSSHPrivateKeyInfo.primaryPublicKey	s:9Traversio24SSHOpenSSHPrivateKeyInfoV013primaryPublicD0AC0gD0Vvp	var primaryPublicKey: SSHOpenSSHPrivateKeyInfo.PublicKey { get }
swift.property	SSHOpenSSHPrivateKeyInfo.privateKeyBlockByteCount	s:9Traversio24SSHOpenSSHPrivateKeyInfoV07privateD14BlockByteCountSivp	let privateKeyBlockByteCount: Int
swift.property	SSHOpenSSHPrivateKeyInfo.publicKeys	s:9Traversio24SSHOpenSSHPrivateKeyInfoV10publicKeysSayAC06PublicD0VGvp	let publicKeys: [SSHOpenSSHPrivateKeyInfo.PublicKey]
swift.enum	SSHOpenSSHPrivateKeyInfoError	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO	enum SSHOpenSSHPrivateKeyInfoError
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidBase64	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO13invalidBase64yA2CmF	case invalidBase64
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidEnvelope	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO15invalidEnvelopeyA2CmF	case invalidEnvelope
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidKDFOptions(_:)	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO17invalidKDFOptionsyACSScACmF	case invalidKDFOptions(String)
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidKeyCount(_:)	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO07invalidD5CountyACs6UInt32VcACmF	case invalidKeyCount(UInt32)
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidMagic	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO12invalidMagicyA2CmF	case invalidMagic
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidPEM	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO10invalidPEMyA2CmF	case invalidPEM
swift.enum.case	SSHOpenSSHPrivateKeyInfoError.invalidPublicKey(index:)	s:9Traversio29SSHOpenSSHPrivateKeyInfoErrorO013invalidPublicD0yACSi_tcACmF	case invalidPublicKey(index: Int)
swift.struct	SSHOperationFailure	s:9Traversio19SSHOperationFailureV	struct SSHOperationFailure
swift.property	SSHOperationFailure.code	s:9Traversio19SSHOperationFailureV4codeAA0bC4CodeOvp	let code: SSHOperationFailureCode
swift.property	SSHOperationFailure.diagnosticReport	s:9Traversio19SSHOperationFailureV16diagnosticReportSSvp	var diagnosticReport: String { get }
swift.property	SSHOperationFailure.diagnostics	s:9Traversio19SSHOperationFailureV11diagnosticsAA0bC11DiagnosticsVvp	let diagnostics: SSHOperationFailureDiagnostics
swift.property	SSHOperationFailure.message	s:9Traversio19SSHOperationFailureV7messageSSvp	let message: String
swift.property	SSHOperationFailure.scope	s:9Traversio19SSHOperationFailureV5scopeAA0bC5ScopeOvp	let scope: SSHOperationFailureScope
swift.enum	SSHOperationFailureCode	s:9Traversio23SSHOperationFailureCodeO	enum SSHOperationFailureCode
swift.enum.case	SSHOperationFailureCode.authenticatedConnectionRequired	s:9Traversio23SSHOperationFailureCodeO31authenticatedConnectionRequiredyA2CmF	case authenticatedConnectionRequired
swift.enum.case	SSHOperationFailureCode.channelClosed	s:9Traversio23SSHOperationFailureCodeO13channelClosedyA2CmF	case channelClosed
swift.enum.case	SSHOperationFailureCode.channelOpenFailed	s:9Traversio23SSHOperationFailureCodeO17channelOpenFailedyA2CmF	case channelOpenFailed
swift.enum.case	SSHOperationFailureCode.channelReceiveWindowExceeded	s:9Traversio23SSHOperationFailureCodeO28channelReceiveWindowExceededyA2CmF	case channelReceiveWindowExceeded
swift.enum.case	SSHOperationFailureCode.channelReceiveWindowOverflow	s:9Traversio23SSHOperationFailureCodeO28channelReceiveWindowOverflowyA2CmF	case channelReceiveWindowOverflow
swift.enum.case	SSHOperationFailureCode.channelSendWindowOverflow	s:9Traversio23SSHOperationFailureCodeO25channelSendWindowOverflowyA2CmF	case channelSendWindowOverflow
swift.enum.case	SSHOperationFailureCode.concurrentWrite	s:9Traversio23SSHOperationFailureCodeO15concurrentWriteyA2CmF	case concurrentWrite
swift.init	SSHOperationFailureCode.init(rawValue:)	s:9Traversio23SSHOperationFailureCodeO8rawValueACSgSS_tcfc	init?(rawValue: String)
swift.enum.case	SSHOperationFailureCode.invalidProtocolMessage	s:9Traversio23SSHOperationFailureCodeO22invalidProtocolMessageyA2CmF	case invalidProtocolMessage
